"category","medicine_name","ema_product_number","medicine_status","inn_common_name","active_substance","atc_code_human","therapeutic_indication","marketing_authorisation_holder","marketing_authorisation_date","first_published_date","last_updated_date","medicine_url","ema_slug","source","source_label","source_file_type","source_file_url","source_file_downloaded_at","source_file_local_path","search_key"
"Veterinary","Bravecto","EMEA/V/C/002526","Authorised","fluralaner","fluralaner","","","","","18/05/2018","03/06/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bravecto","bravecto","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bravecto fluralaner fluralaner"
"Veterinary","Bravecto CombiUNO","EMEA/V/C/006358","Authorised","fluralaner;milbemycin oxime","fluralaner;milbemycin oxime","","","","","13/06/2025","01/09/2025","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bravecto-combiuno","bravecto-combiuno","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bravecto combiuno fluralaner milbemycin oxime fluralaner milbemycin oxime"
"Veterinary","Bravecto Plus","EMEA/V/C/004440","Authorised","fluralaner;moxidectin","fluralaner;moxidectin","","","","","08/05/2018","28/06/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bravecto-plus","bravecto-plus","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bravecto plus fluralaner moxidectin fluralaner moxidectin"
"Veterinary","Bravecto TriUNO","EMEA/V/C/006311","Authorised","fluralaner;moxidectin;pyrantel","fluralaner;moxidectin;pyrantel","","","","","11/10/2024","04/11/2025","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/bravecto-triuno","bravecto-triuno","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bravecto triuno fluralaner moxidectin pyrantel fluralaner moxidectin pyrantel"
"Human","Bretaris Genuair","EMEA/H/C/002706","Authorised","aclidinium bromide","aclidinium bromide","R03BB","Bretaris Genuair is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).","Covis Pharma Europe B.V.","20/07/2012","18/05/2018","25/02/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/bretaris-genuair","bretaris-genuair","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bretaris genuair aclidinium bromide aclidinium bromide r03bb covis pharma europe b v"
"Human","Breyanzi","EMEA/H/C/004731","Authorised","lisocabtagene maraleucel","lisocabtagene maraleucel","L01XL08","Breyanzi is indicated for the treatment of adult patients with diffuse large B-cell lymphoma (DLBCL), high grade B-cell lymphoma (HGBCL), primary mediastinal large B-cell lymphoma (PMBCL) and follicular lymphoma grade 3B (FL3B), who relapsed within 12 months from completion of, or are refractory to, first-line chemoimmunotherapy.&nbsp;&nbsp; Breyanzi is indicated for the treatment of adult patients with relapsed or refractory DLBCL, PMBCL and FL3B, after two or more lines of systemic therapy.&nbsp; Breyanzi is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) after two or more lines of systemic therapy.&nbsp;&nbsp; Breyanzi is indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL) after at least two lines of systemic therapy including a Bruton’s tyrosine kinase (BTK) inhibitor.&nbsp;","Bristol-Myers Squibb Pharma EEIG","04/04/2022","24/01/2022","18/12/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/breyanzi","breyanzi","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","breyanzi lisocabtagene maraleucel lisocabtagene maraleucel l01xl08 bristol myers squibb pharma eeig"
"Human","Bridion","EMEA/H/C/000885","Authorised","sugammadex","sugammadex","V03AB35","Reversal of neuromuscular blockade induced by rocuronium or vecuronium. For the peadiatric population: sugammadex is only recommended for routine reversal of rocuronium-induced blockade in children and adolescents.","Merck Sharp & Dohme B.V.","25/07/2008","02/12/2016","06/11/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/bridion","bridion","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bridion sugammadex sugammadex v03ab35 merck sharp dohme b v"
"Human","Brilence","EMEA/H/C/001237","Application withdrawn","bazedoxifene","bazedoxifene","G03XC02","","Wyeth Europa Ltd","","28/05/2010","29/06/2010","https://www.ema.europa.eu/en/medicines/human/EPAR/brilence","brilence","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brilence bazedoxifene bazedoxifene g03xc02 wyeth europa ltd"
"Human","Brilique","EMEA/H/C/001241","Authorised","ticagrelor","ticagrelor","B01AC24","Brilique, co administered with acetylsalicylic acid (ASA), is indicated for the prevention of atherothrombotic events in adult patients with acute coronary syndromes (ACS) or a history of myocardial infarction (MI) and a high risk of developing an atherothrombotic event Brilique, co-administered with acetyl salicylic acid (ASA), is indicated for the prevention of atherothrombotic events in adult patients with a history of myocardial infarction (MI occurred at least one year ago) and a high risk of developing an atherothrombotic event.","AstraZeneca AB","03/12/2010","18/05/2017","31/03/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/brilique","brilique","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brilique ticagrelor ticagrelor b01ac24 astrazeneca ab"
"Human","Brimica Genuair","EMEA/H/C/003969","Authorised","aclidinium;formoterol fumarate dihydrate","formoterol fumarate dihydrate;aclidinium bromide","R03AL05","Brimica Genuair is indicated as a maintenance bronchodilator treatment for airflow obstruction and relief of symptoms in adult patients with chronic obstructive pulmonary disease (COPD).","Covis Pharma Europe B.V.","19/11/2014","18/05/2018","25/02/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/brimica-genuair","brimica-genuair","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brimica genuair formoterol fumarate dihydrate aclidinium bromide aclidinium formoterol fumarate dihydrate r03al05 covis pharma europe b v"
"Human","Brinavess","EMEA/H/C/001215","Authorised","vernakalant hydrochloride","vernakalant hydrochloride","C01BG11","Rapid conversion of recent onset atrial fibrillation to sinus rhythm in adults: for non-surgery patients: atrial fibrillation&nbsp;&lt;/= 7 days duration; for post-cardiac surgery patients: atrial fibrillation&nbsp;&lt;/= 3 days duration.","Advanz Pharma Limited","01/09/2010","09/01/2018","19/05/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/brinavess","brinavess","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brinavess vernakalant hydrochloride vernakalant hydrochloride c01bg11 advanz pharma limited"
"Human","Brineura","EMEA/H/C/004065","Authorised","cerliponase alfa","cerliponase alfa","A16AB","Brineura is indicated for the treatment of neuronal ceroid lipofuscinosis type 2 (CLN2) disease, also known as tripeptidyl peptidase 1 (TPP1) deficiency","BioMarin International Limited","30/05/2017","07/12/2017","11/06/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/brineura","brineura","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brineura cerliponase alfa cerliponase alfa a16ab biomarin international limited"
"Human","Brinsupri","EMEA/H/C/005820","Authorised","Brensocatib","Brensocatib monohydrate","R03","Brinsupri is indicated for the treatment of non-cystic fibrosis bronchiectasis (NCFB) in patients 12 years of age and older with two or more exacerbations in the prior 12 months.","Insmed Netherlands B.V.","18/11/2025","17/10/2025","04/12/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/brinsupri","brinsupri","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brinsupri brensocatib monohydrate brensocatib r03 insmed netherlands b v"
"Human","Brintellix","EMEA/H/C/002717","Authorised","vortioxetine","vortioxetine","N06AX26","Treatment of major depressive episodes in adults.","H. Lundbeck A/S","18/12/2013","18/07/2018","19/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/brintellix","brintellix","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","brintellix vortioxetine vortioxetine n06ax26 h lundbeck a s"
"Human","Briumvi","EMEA/H/C/005914","Authorised","ublituximab","ublituximab","L04","Briumvi is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS) with active disease defined by clinical or imaging features.","Neuraxpharm Pharmaceuticals S.L.","31/05/2023","31/05/2023","08/10/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/briumvi","briumvi","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","briumvi ublituximab ublituximab l04 neuraxpharm pharmaceuticals s l"
"Human","Briviact (in Italy: Nubriveo)","EMEA/H/C/003898","Authorised","brivaracetam","Brivaracetam","N03AX23","Briviact is indicated as adjunctive therapy in the treatment of partial-onset seizures with or without secondary generalisation in adult and adolescent patients from 16 years of age with epilepsy.","UCB Pharma SA","13/01/2016","11/07/2018","27/01/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/briviact-italy-nubriveo","briviact-italy-nubriveo","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","briviact in italy nubriveo brivaracetam brivaracetam n03ax23 ucb pharma sa"
"Veterinary","Broadline","EMEA/V/C/002700","Authorised","eprinomectin, fipronil, praziquantel, (S)-methoprene","eprinomectin;fipronil;praziquantel;(S)-methoprene","","","","","09/06/2017","07/11/2024","https://www.ema.europa.eu/en/medicines/veterinary/EPAR/broadline","broadline","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","broadline eprinomectin fipronil praziquantel s methoprene eprinomectin fipronil praziquantel s methoprene"
"Human","Bronchitol","EMEA/H/C/001252","Authorised","mannitol","mannitol","R05CB16","Bronchitol is indicated for the treatment of cystic fibrosis (CF) in adults aged 18 years and above as an add-on therapy to best standard of care.","Pharmaxis Europe Limited","13/04/2012","08/08/2018","17/02/2026","https://www.ema.europa.eu/en/medicines/human/EPAR/bronchitol","bronchitol","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bronchitol mannitol mannitol r05cb16 pharmaxis europe limited"
"Human","BroPair Spiromax","EMEA/H/C/005591","Withdrawn","salmeterol;fluticasone propionate","salmeterol xinafoate;fluticasone propionate","R03AK06","BroPair Spiromax is indicated in the regular treatment of asthma in adults and adolescents aged 12 years and older not adequately controlled with inhaled corticosteroids and ‘as needed’ inhaled short-acting ?? agonists.","Teva B.V.","26/03/2021","14/04/2021","30/06/2025","https://www.ema.europa.eu/en/medicines/human/EPAR/bropair-spiromax","bropair-spiromax","EMA","European Medicines Agency","ema_download","https://www.ema.europa.eu/en/documents/report/medicines-output-medicines-report_en.xlsx","2026-07-07 13:15:45 CEST","C:/Users/qvh9/OneDrive - Region Nordjylland/Dokumenter/R/kfaapps/spc/data/raw/ema_medicines_20260707.xlsx","bropair spiromax salmeterol xinafoate fluticasone propionate salmeterol fluticasone propionate r03ak06 teva b v"
